"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","com.salesmanager.shop.populator.shoppingCart","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/shoppingCart/ShoppingCartDataPopulator.java","3","186","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.populator.shoppingCart","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/shoppingCart/ShoppingCartModelPopulator.java","3","136","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.populator.shoppingCart","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/shoppingCart/ShoppingCartModelPopulator.java","3","169","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.populator.shoppingCart","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/shoppingCart/ShoppingCartModelPopulator.java","3","228","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.populator.user","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/user/ReadableUserPopulator.java","3","55","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.populator.user","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/user/ReadableUserPopulator.java","2","56","Avoid instantiating Long objects.Call Long.valueOf() instead","Performance","LongInstantiation"
"3","com.salesmanager.shop.populator.user","/app/sm-shop/src/main/java/com/salesmanager/shop/populator/user/ReadableUserPopulator.java","3","56","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.api.v0.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v0/customer/CustomerRESTController.java","3","272","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.api.v0.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v0/customer/CustomerRESTController.java","3","273","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.api.v0.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v0/product/ShopProductRESTController.java","3","649","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.api.v1.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/customer/CustomerApi.java","3","180","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderApi.java","2","95","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Performance","IntegerInstantiation"
"2","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderApi.java","2","98","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Performance","IntegerInstantiation"
"3","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderApi.java","2","153","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Performance","IntegerInstantiation"
"4","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderApi.java","2","156","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Performance","IntegerInstantiation"
"1","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderShippingApi.java","3","128","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderShippingApi.java","3","131","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderShippingApi.java","3","142","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderShippingApi.java","3","214","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"5","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderShippingApi.java","3","217","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"6","com.salesmanager.shop.store.api.v1.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/order/OrderShippingApi.java","3","228","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.api.v1.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/product/ProductImageApi.java","3","100","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.api.v1.references","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/references/ReferencesApi.java","3","130","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.api.v1.references","/app/sm-shop/src/main/java/com/salesmanager/shop/store/api/v1/references/ReferencesApi.java","3","131","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/LandingController.java","3","131","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","196","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"2","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","198","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"3","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","200","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"4","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","274","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"5","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","276","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"6","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","2","297","Avoid instantiating Boolean objects; reference Boolean.TRUE or Boolean.FALSE or call Boolean.valueOf() instead.","Performance","BooleanInstantiation"
"7","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","316","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"8","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","316","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"9","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","371","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"10","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","425","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"11","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","514","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"12","com.salesmanager.shop.store.controller.category","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/ShoppingCategoryController.java","3","671","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.category.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/facade/CategoryFacadeImpl.java","3","68","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.category.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/facade/CategoryFacadeImpl.java","3","190","StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","Performance","ConsecutiveAppendsShouldReuse"
"3","com.salesmanager.shop.store.controller.category.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/category/facade/CategoryFacadeImpl.java","3","209","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.content.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/content/facade/ContentFacadeImpl.java","3","64","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.content.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/content/facade/ContentFacadeImpl.java","3","65","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.content.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/content/facade/ContentFacadeImpl.java","3","128","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.controller.content.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/content/facade/ContentFacadeImpl.java","3","186","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","2","360","Avoid instantiating Long objects.Call Long.valueOf() instead","Performance","LongInstantiation"
"2","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","3","360","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","2","361","Avoid instantiating Long objects.Call Long.valueOf() instead","Performance","LongInstantiation"
"4","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","3","361","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"5","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","2","366","Avoid instantiating Long objects.Call Long.valueOf() instead","Performance","LongInstantiation"
"6","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","3","366","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"7","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","2","367","Avoid instantiating Long objects.Call Long.valueOf() instead","Performance","LongInstantiation"
"8","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","3","367","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"9","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerAccountController.java","3","375","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerDashboardController.java","3","97","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerDashboardController.java","3","110","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerLoginController.java","3","146","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"1","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerOrdersController.java","3","147","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerProductReviewController.java","3","115","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerProductReviewController.java","3","116","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerProductReviewController.java","3","201","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerProductReviewController.java","3","202","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.customer","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/CustomerRegistrationController.java","3","257","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"1","com.salesmanager.shop.store.controller.customer.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/facade/CustomerFacadeImpl.java","3","435","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.customer.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/customer/facade/CustomerFacadeImpl.java","3","731","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.items.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/items/facade/ProductItemsFacadeImpl.java","3","66","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.items.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/items/facade/ProductItemsFacadeImpl.java","3","104","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderConfirmationController.java","3","177","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","290","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","303","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","727","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","738","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"5","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","741","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"6","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1008","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"7","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1011","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"8","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1022","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"9","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1107","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"10","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1111","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"11","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1185","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"12","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1202","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"13","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1256","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"14","com.salesmanager.shop.store.controller.order","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/ShoppingOrderController.java","3","1260","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","234","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","298","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","391","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","965","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"5","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","989","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"6","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","994","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"7","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","1029","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"8","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","1083","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"9","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","1088","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"10","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","1175","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"11","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","1186","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"12","com.salesmanager.shop.store.controller.order.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/order/facade/OrderFacadeImpl.java","3","1311","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","166","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"2","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","168","Avoid appending characters as strings in StringBuffer.append.","Performance","AppendCharacterWithChar"
"3","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","217","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","222","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"5","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","234","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"6","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","280","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"7","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","295","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"8","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","312","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"9","com.salesmanager.shop.store.controller.product","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/ShopProductController.java","3","410","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.product.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/facade/ProductFacadeImpl.java","3","309","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.product.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/facade/ProductFacadeImpl.java","3","421","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.product.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/facade/ProductFacadeImpl.java","3","481","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"4","com.salesmanager.shop.store.controller.product.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/product/facade/ProductFacadeImpl.java","3","501","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.search.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/search/facade/SearchFacadeImpl.java","3","125","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.search.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/search/facade/SearchFacadeImpl.java","3","163","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.shoppingCart.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/shoppingCart/facade/ShoppingCartFacadeImpl.java","3","246","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.shoppingCart.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/shoppingCart/facade/ShoppingCartFacadeImpl.java","3","317","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"3","com.salesmanager.shop.store.controller.shoppingCart.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/shoppingCart/facade/ShoppingCartFacadeImpl.java","3","586","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.controller.user.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/user/facade/UserFacadeImpl.java","3","52","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"2","com.salesmanager.shop.store.controller.user.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/user/facade/UserFacadeImpl.java","2","53","Avoid instantiating Long objects.Call Long.valueOf() instead","Performance","LongInstantiation"
"3","com.salesmanager.shop.store.controller.user.facade","/app/sm-shop/src/main/java/com/salesmanager/shop/store/controller/user/facade/UserFacadeImpl.java","3","53","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"1","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/Attribute.java","3","15","Avoid using redundant field initializer for 'name'","Performance","RedundantFieldInitializer"
"2","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/Attribute.java","3","16","Avoid using redundant field initializer for 'type'","Performance","RedundantFieldInitializer"
"3","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/Attribute.java","3","17","Avoid using redundant field initializer for 'code'","Performance","RedundantFieldInitializer"
"4","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/Attribute.java","3","18","Avoid using redundant field initializer for 'values'","Performance","RedundantFieldInitializer"
"5","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/Attribute.java","3","19","Avoid using redundant field initializer for 'readOnlyValue'","Performance","RedundantFieldInitializer"
"1","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/AttributeValue.java","3","13","Avoid using redundant field initializer for 'name'","Performance","RedundantFieldInitializer"
"2","com.salesmanager.shop.store.model.catalog","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/catalog/AttributeValue.java","3","14","Avoid using redundant field initializer for 'description'","Performance","RedundantFieldInitializer"
"1","com.salesmanager.shop.store.model.paging","/app/sm-shop/src/main/java/com/salesmanager/shop/store/model/paging/PaginationData.java","3","119","Unnecessary wrapper object creation","Performance","UnnecessaryWrapperObjectCreation"
"1","com.salesmanager.shop.store.security","/app/sm-shop/src/main/java/com/salesmanager/shop/store/security/AbstractCustomerServices.java","3","81","Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
